INTERVAL_DATETIME,REGIONID,POWER
2019-08-08,SA1,277.664
2019-08-08,TAS1,42.946
2019-08-08,VIC1,797.872
2019-08-09,NSW1,1271.271
2019-08-09,QLD1,1711.479
2019-08-09,SA1,529.211
2019-08-09,TAS1,70.334
2019-08-09,VIC1,376.046
2019-08-10,NSW1,1210.319
2019-08-10,QLD1,1698.278
2019-08-10,SA1,491.701
2019-08-10,TAS1,35.772
2019-08-10,VIC1,661.416
2019-08-11,NSW1,1047.555
2019-08-11,QLD1,1771.813
2019-08-11,SA1,493.292
2019-08-11,TAS1,65.19
2019-08-11,VIC1,713.236
2019-08-12,NSW1,1273.043
2019-08-12,QLD1,1753.773
2019-08-12,SA1,482.708
2019-08-12,TAS1,68.073
2019-08-12,VIC1,718.613
2019-08-13,NSW1,1366.845
2019-08-13,QLD1,1542.825
2019-08-13,SA1,544.674
2019-08-13,TAS1,84.546
2019-08-13,VIC1,430.02
2019-08-14,NSW1,1257.084
2019-08-14,QLD1,1398.861
2019-08-14,SA1,702.159
2019-08-14,TAS1,78.114
2019-08-14,VIC1,449.591
2019-08-15,NSW1,1400.373
2019-08-15,QLD1,1572.717
2019-08-15,SA1,541.392
2019-08-15,TAS1,60.155
2019-08-15,VIC1,871.569
2019-08-16,NSW1,1360.011
2019-08-16,QLD1,1616.592
2019-08-16,SA1,414.111
2019-08-16,TAS1,44.878
2019-08-16,VIC1,812.759
2019-08-17,NSW1,1299.655
2019-08-17,QLD1,1607.005
2019-08-17,SA1,669.868
2019-08-17,TAS1,74.331
2019-08-17,VIC1,1046.728
2019-08-18,NSW1,1255.055
2019-08-18,QLD1,1486.27
2019-08-18,SA1,465.036
2019-08-18,TAS1,75.903
2019-08-18,VIC1,862.133
2019-08-19,NSW1,1351.033
2019-08-19,QLD1,1687.49
2019-08-19,SA1,558.118
2019-08-19,TAS1,77.646
2019-08-19,VIC1,870.985
2019-08-20,NSW1,1400.075
2019-08-20,QLD1,1752.189
2019-08-20,SA1,392.451
2019-08-20,TAS1,57.048
2019-08-20,VIC1,567.635
2019-08-21,NSW1,1378.718
2019-08-21,QLD1,1767.325
2019-08-21,SA1,399.816
2019-08-21,TAS1,76.081
2019-08-21,VIC1,885.245
2019-08-22,NSW1,1097.559
2019-08-22,QLD1,1770.552
2019-08-22,SA1,283.416
2019-08-22,TAS1,85.049
2019-08-22,VIC1,916.518
2019-08-23,NSW1,1421.951
2019-08-23,QLD1,1710.688
2019-08-23,SA1,723.115
2019-08-23,TAS1,77.138
2019-08-23,VIC1,1188.711
2019-08-24,NSW1,1451.608
2019-08-24,QLD1,1461.454
2019-08-24,SA1,396.556
2019-08-24,TAS1,59.74
2019-08-24,VIC1,1133.616
2019-08-25,NSW1,1359.597
2019-08-25,QLD1,1567.893
2019-08-25,SA1,490.349
2019-08-25,TAS1,75.103
2019-08-25,VIC1,869.948
2019-08-26,NSW1,816.228
2019-08-26,QLD1,1676.418
2019-08-26,SA1,576.889
2019-08-26,TAS1,79.441
2019-08-26,VIC1,948.04
2019-08-27,NSW1,971.757
2019-08-27,QLD1,1455.935
2019-08-27,SA1,633.444
2019-08-27,TAS1,68.574
2019-08-27,VIC1,954.738
2019-08-28,NSW1,1153.856
2019-08-28,QLD1,925.469
2019-08-28,SA1,392.972
2019-08-28,TAS1,54.535
2019-08-28,VIC1,437.529
2019-08-29,NSW1,786.557
2019-08-29,QLD1,797.011
2019-08-29,SA1,707.646
2019-08-29,TAS1,90.8
2019-08-29,VIC1,1013.23
2019-08-30,NSW1,751.053
2019-08-30,QLD1,1535.289
2019-08-30,SA1,753.074
2019-08-30,TAS1,96.344
2019-08-30,VIC1,1191.688
2019-08-31,NSW1,1013.59
2019-08-31,QLD1,1676.588
2019-08-31,SA1,684.095
2019-08-31,TAS1,71.654
2019-08-31,VIC1,1225.956
2019-09-01,NSW1,1390.186
2019-09-01,QLD1,1718.699
2019-09-01,SA1,677.846
2019-09-01,TAS1,43.846
2019-09-01,VIC1,887.685
2019-09-02,NSW1,1372.995
2019-09-02,QLD1,1754.651
2019-09-02,SA1,480.174
2019-09-02,TAS1,94.849
2019-09-02,VIC1,1113.871
2019-09-03,NSW1,1450.28
2019-09-03,QLD1,1779.426
2019-09-03,SA1,645.407
2019-09-03,TAS1,98.086
2019-09-03,VIC1,1138.89
2019-09-04,NSW1,1441.87
2019-09-04,QLD1,1766.319
2019-09-04,SA1,260.118
2019-09-04,TAS1,76.405
2019-09-04,VIC1,1036.125
2019-09-05,NSW1,1374.846
2019-09-05,QLD1,1749.625
2019-09-05,SA1,694.184
2019-09-05,TAS1,80.1
2019-09-05,VIC1,1108.005
2019-09-06,NSW1,1340.182
2019-09-06,QLD1,1764.546
2019-09-06,SA1,460.703
2019-09-06,TAS1,24.046
2019-09-06,VIC1,871.253
2019-09-07,NSW1,1474.748
2019-09-07,QLD1,1753.559
2019-09-07,SA1,514.491
2019-09-07,TAS1,34.365
2019-09-07,VIC1,862.421
2019-09-08,NSW1,1466.197
2019-09-08,QLD1,1827.141
2019-09-08,SA1,540.328
2019-09-08,TAS1,99.019
2019-09-08,VIC1,649.867
2019-09-09,NSW1,1460.573
2019-09-09,QLD1,1877.573
2019-09-09,SA1,684.284
2019-09-09,TAS1,95.456
2019-09-09,VIC1,1052.065
2019-09-10,NSW1,1243.101
2019-09-10,QLD1,1759.918
2019-09-10,SA1,753.132
2019-09-10,TAS1,91.257
2019-09-10,VIC1,879.966
2019-09-11,NSW1,1466.325
2019-09-11,QLD1,1418.501
2019-09-11,SA1,744.784
2019-09-11,TAS1,92.2
2019-09-11,VIC1,1229.83
2019-09-12,NSW1,1361.853
2019-09-12,QLD1,1784.739
2019-09-12,SA1,735.981
2019-09-12,TAS1,94.133
2019-09-12,VIC1,956.318
2019-09-13,NSW1,1430.202
2019-09-13,QLD1,1822.923
2019-09-13,SA1,719.431
2019-09-13,TAS1,42.603
2019-09-13,VIC1,908.188
2019-09-14,NSW1,1386.202
2019-09-14,QLD1,1792.072
2019-09-14,SA1,718.917
2019-09-14,TAS1,101.404
2019-09-14,VIC1,1234.405
2019-09-15,NSW1,1419.613
2019-09-15,QLD1,1764.385
2019-09-15,SA1,604.048
2019-09-15,TAS1,98.803
2019-09-15,VIC1,512.948
2019-09-16,NSW1,1023.189
2019-09-16,QLD1,1807.588
2019-09-16,SA1,493.226
2019-09-16,TAS1,86.267
2019-09-16,VIC1,959.431
2019-09-17,NSW1,428.751
2019-09-17,QLD1,1741.156
2019-09-17,SA1,775.63
2019-09-17,TAS1,106.267
2019-09-17,VIC1,1221.91
2019-09-18,NSW1,753.873
2019-09-18,QLD1,1854.534
2019-09-18,SA1,779.934
2019-09-18,TAS1,96.687
2019-09-18,VIC1,1271.564
2019-09-19,NSW1,1051.229
2019-09-19,QLD1,1797.764
2019-09-19,SA1,714.718
2019-09-19,TAS1,102.267
2019-09-19,VIC1,1227.392
2019-09-20,NSW1,1160.874
2019-09-20,QLD1,1627.33
2019-09-20,SA1,331.164
2019-09-20,TAS1,81.194
2019-09-20,VIC1,941.023
2019-09-21,NSW1,1067.291
2019-09-21,QLD1,1696.438
2019-09-21,SA1,756.773
2019-09-21,TAS1,28.459
2019-09-21,VIC1,931.269
2019-09-22,NSW1,1280.183
2019-09-22,QLD1,1634.505
2019-09-22,SA1,641.371
2019-09-22,TAS1,84.861
2019-09-22,VIC1,985.924
2019-09-23,NSW1,1276.464
2019-09-23,QLD1,1788.96
2019-09-23,SA1,667.61
2019-09-23,TAS1,87.627
2019-09-23,VIC1,796.771
2019-09-24,NSW1,1542.346
2019-09-24,QLD1,1589.054
2019-09-24,SA1,614.795
2019-09-24,TAS1,87.174
2019-09-24,VIC1,831.433
2019-09-25,NSW1,1356.79
2019-09-25,QLD1,1516.913
2019-09-25,SA1,711.534
2019-09-25,TAS1,80.07
2019-09-25,VIC1,781.465
2019-09-26,NSW1,1199.12
2019-09-26,QLD1,1345.459
2019-09-26,SA1,788.881
2019-09-26,TAS1,107.88
2019-09-26,VIC1,1277.735
2019-09-27,NSW1,1503.947
2019-09-27,QLD1,1657.544
2019-09-27,SA1,757.644
2019-09-27,TAS1,49.699
2019-09-27,VIC1,757.321
2019-09-28,NSW1,1542.867
2019-09-28,QLD1,1705.835
2019-09-28,SA1,758.388
2019-09-28,TAS1,97.194
2019-09-28,VIC1,882.507
2019-09-29,NSW1,1498.762
2019-09-29,QLD1,1792.97
2019-09-29,SA1,750.602
2019-09-29,TAS1,87.659
2019-09-29,VIC1,899.597
2019-09-30,NSW1,1006.355
2019-09-30,QLD1,1700.778
2019-09-30,SA1,794.886
2019-09-30,TAS1,100.903
2019-09-30,VIC1,883.462
2019-10-01,NSW1,1327.743
2019-10-01,QLD1,1268.932
2019-10-01,SA1,783.428
2019-10-01,TAS1,109.397
2019-10-01,VIC1,1323.522
2019-10-02,NSW1,1561.78
2019-10-02,QLD1,1594.107
2019-10-02,SA1,783.246
2019-10-02,TAS1,107.791
2019-10-02,VIC1,1263.346
2019-10-03,NSW1,1534.939
2019-10-03,QLD1,1818.22
2019-10-03,SA1,784.794
2019-10-03,TAS1,104.82
2019-10-03,VIC1,1224.301
2019-10-04,NSW1,1530.153
2019-10-04,QLD1,1800.597
2019-10-04,SA1,706.51
2019-10-04,TAS1,76.928
2019-10-04,VIC1,761.511
2019-10-05,NSW1,829.785
2019-10-05,QLD1,1841.647
2019-10-05,SA1,530.024
2019-10-05,TAS1,102.113
2019-10-05,VIC1,1087.265
2019-10-06,NSW1,1172.479
2019-10-06,QLD1,1754.323
2019-10-06,SA1,295.54
2019-10-06,TAS1,57.401
2019-10-06,VIC1,1164.059
2019-10-07,NSW1,1408.912
2019-10-07,QLD1,1832.83
2019-10-07,SA1,609.665
2019-10-07,TAS1,71.418
2019-10-07,VIC1,804.402
2019-10-08,NSW1,1234.949
2019-10-08,QLD1,1762.04
2019-10-08,SA1,614.775
2019-10-08,TAS1,88.974
2019-10-08,VIC1,960.975
2019-10-09,NSW1,1394.239
2019-10-09,QLD1,1727.146
2019-10-09,SA1,807.999
2019-10-09,TAS1,81.969
2019-10-09,VIC1,804.594
2019-10-10,NSW1,1366.184
2019-10-10,QLD1,1540.744
2019-10-10,SA1,793.028
2019-10-10,TAS1,78.629
2019-10-10,VIC1,711.365
2019-10-11,NSW1,955.381
2019-10-11,QLD1,1333.02
2019-10-11,SA1,833.025
2019-10-11,TAS1,78.746
2019-10-11,VIC1,1054.78
2019-10-12,NSW1,837.392
2019-10-12,QLD1,1546.911
2019-10-12,SA1,811.171
2019-10-12,TAS1,93.897
2019-10-12,VIC1,1134.722
2019-10-13,NSW1,1237.434
2019-10-13,QLD1,1773.159
2019-10-13,SA1,300.443
2019-10-13,TAS1,93.138
2019-10-13,VIC1,1104.712
2019-10-14,NSW1,1430.863
2019-10-14,QLD1,1686.196
2019-10-14,SA1,674.756
2019-10-14,TAS1,89.512
2019-10-14,VIC1,1206.789
2019-10-15,NSW1,1564.023
2019-10-15,QLD1,1519.871
2019-10-15,SA1,748.834
2019-10-15,TAS1,69.161
2019-10-15,VIC1,1248.385
2019-10-16,NSW1,1302.313
2019-10-16,QLD1,1758.125
2019-10-16,SA1,833.361
2019-10-16,TAS1,76.75
2019-10-16,VIC1,747.46
2019-10-17,NSW1,1522.329
2019-10-17,QLD1,1839.511
2019-10-17,SA1,821.724
2019-10-17,TAS1,104.269
2019-10-17,VIC1,796.459
2019-10-18,NSW1,1651.082
2019-10-18,QLD1,1768.191
2019-10-18,SA1,847.069
2019-10-18,TAS1,67.928
2019-10-18,VIC1,1215.742
2019-10-19,NSW1,1541.101
2019-10-19,QLD1,1405.575
2019-10-19,SA1,711.563
2019-10-19,TAS1,86.469
2019-10-19,VIC1,1025.674
2019-10-20,NSW1,1585.548
2019-10-20,QLD1,1811.366
2019-10-20,SA1,843.565
2019-10-20,TAS1,79.789
2019-10-20,VIC1,759.565
2019-10-21,NSW1,1585.161
2019-10-21,QLD1,1720.656
2019-10-21,SA1,831.542
2019-10-21,TAS1,115.356
2019-10-21,VIC1,1187.505
2019-10-22,NSW1,1584.731
2019-10-22,QLD1,1680.415
2019-10-22,SA1,820.983
2019-10-22,TAS1,104.68
2019-10-22,VIC1,1351.961
2019-10-23,NSW1,1609.539
2019-10-23,QLD1,1916.421
2019-10-23,SA1,823.36
2019-10-23,TAS1,96.912
2019-10-23,VIC1,1332.495
2019-10-24,NSW1,1568.567
2019-10-24,QLD1,1911.545
2019-10-24,SA1,836.896
2019-10-24,TAS1,107.713
2019-10-24,VIC1,1357.92
2019-10-25,NSW1,1446.925
2019-10-25,QLD1,1920.269
2019-10-25,SA1,744.854
2019-10-25,TAS1,94.298
2019-10-25,VIC1,925.592
2019-10-26,NSW1,1454.704
2019-10-26,QLD1,1918.045
2019-10-26,SA1,732.033
2019-10-26,TAS1,79.644
2019-10-26,VIC1,1050.67
2019-10-27,NSW1,1629.837
2019-10-27,QLD1,1906.467
2019-10-27,SA1,663.067
2019-10-27,TAS1,73.207
2019-10-27,VIC1,713.935
2019-10-28,NSW1,1417.827
2019-10-28,QLD1,1562.09
2019-10-28,SA1,851.746
2019-10-28,TAS1,85.558
2019-10-28,VIC1,1369.397
2019-10-29,NSW1,1589.515
2019-10-29,QLD1,1801.102
2019-10-29,SA1,856.08
2019-10-29,TAS1,114.142
2019-10-29,VIC1,1385.328
2019-10-30,NSW1,1285.901
2019-10-30,QLD1,1325.846
2019-10-30,SA1,829.273
2019-10-30,TAS1,101.067
2019-10-30,VIC1,1348.526
2019-10-31,NSW1,1525.604
2019-10-31,QLD1,1723.646
2019-10-31,SA1,826.084
2019-10-31,TAS1,96.244
2019-10-31,VIC1,1293.391
2019-11-01,NSW1,1541.584
2019-11-01,QLD1,1209.498
2019-11-01,SA1,519.109
2019-11-01,TAS1,80.87
2019-11-01,VIC1,1223.806
2019-11-02,NSW1,1344.729
2019-11-02,QLD1,1327.875
2019-11-02,SA1,809.252
2019-11-02,TAS1,52.112
2019-11-02,VIC1,254.175
2019-11-03,NSW1,1107.702
2019-11-03,QLD1,1732.769
2019-11-03,SA1,792.96
2019-11-03,TAS1,79.09
2019-11-03,VIC1,586.013
2019-11-04,NSW1,1334.796
2019-11-04,QLD1,1633.06
2019-11-04,SA1,742.276
2019-11-04,TAS1,84.634
2019-11-04,VIC1,838.938
2019-11-05,NSW1,1341.653
2019-11-05,QLD1,1809.084
2019-11-05,SA1,855.277
2019-11-05,TAS1,95.056
2019-11-05,VIC1,1353.065
2019-11-06,NSW1,1664.914
2019-11-06,QLD1,1996.26
2019-11-06,SA1,839.97
2019-11-06,TAS1,104.002
2019-11-06,VIC1,1195.411
2019-11-07,NSW1,1656.135
2019-11-07,QLD1,1997.56
2019-11-07,SA1,597.037
2019-11-07,TAS1,98.265
2019-11-07,VIC1,561.065
2019-11-08,NSW1,1540.696
2019-11-08,QLD1,1983.124
2019-11-08,SA1,745.23
2019-11-08,TAS1,87.111
2019-11-08,VIC1,1087.591
2019-11-09,NSW1,1602.723
2019-11-09,QLD1,1901.489
2019-11-09,SA1,792.842
2019-11-09,TAS1,65.102
2019-11-09,VIC1,792.037
2019-11-10,NSW1,1525.922
2019-11-10,QLD1,1913.947
2019-11-10,SA1,838.252
2019-11-10,TAS1,87.745
2019-11-10,VIC1,844.936
2019-11-11,NSW1,1610.577
2019-11-11,QLD1,1804.174
2019-11-11,SA1,851.991
2019-11-11,TAS1,100.98
2019-11-11,VIC1,1309.884
2019-11-12,NSW1,1564.576
2019-11-12,QLD1,1981.102
2019-11-12,SA1,674.302
2019-11-12,TAS1,95.453
2019-11-12,VIC1,1164.626
2019-11-13,NSW1,1652.715
2019-11-13,QLD1,1941.404
2019-11-13,SA1,786.452
2019-11-13,TAS1,98.873
2019-11-13,VIC1,831.663
2019-11-14,NSW1,1636.708
2019-11-14,QLD1,1953.825
2019-11-14,SA1,774.192
2019-11-14,TAS1,98.022
2019-11-14,VIC1,1038.512
2019-11-15,NSW1,1609.76
2019-11-15,QLD1,1877.263
2019-11-15,SA1,641.122
2019-11-15,TAS1,98.877
2019-11-15,VIC1,934.09
2019-11-16,NSW1,1424.359
2019-11-16,QLD1,1870.146
2019-11-16,SA1,833.208
2019-11-16,TAS1,83.603
2019-11-16,VIC1,1128.746
2019-11-17,NSW1,1400.721
2019-11-17,QLD1,1803.606
2019-11-17,SA1,847.771
2019-11-17,TAS1,100.11
2019-11-17,VIC1,1226.957
2019-11-18,NSW1,1596.294
2019-11-18,QLD1,1862.931
2019-11-18,SA1,856.526
2019-11-18,TAS1,95.901
2019-11-18,VIC1,1405.682
2019-11-19,NSW1,1598.431
2019-11-19,QLD1,1892.496
2019-11-19,SA1,830.775
2019-11-19,TAS1,97.853
2019-11-19,VIC1,1324.145
2019-11-20,NSW1,1520.444
2019-11-20,QLD1,1920.16
2019-11-20,SA1,826.832
2019-11-20,TAS1,94.077
2019-11-20,VIC1,1348.042
2019-11-21,NSW1,1560.865
2019-11-21,QLD1,1895.579
2019-11-21,SA1,774.317
2019-11-21,TAS1,88.71
2019-11-21,VIC1,1182.172
2019-11-22,NSW1,1350.085
2019-11-22,QLD1,1919.33
2019-11-22,SA1,870.331
2019-11-22,TAS1,111.312
2019-11-22,VIC1,1373.546
2019-11-23,NSW1,1145.47
2019-11-23,QLD1,1906.192
2019-11-23,SA1,780.094
2019-11-23,TAS1,93.392
2019-11-23,VIC1,1245.99
2019-11-24,NSW1,1120.655
2019-11-24,QLD1,1846.494
2019-11-24,SA1,863.362
2019-11-24,TAS1,109.368
2019-11-24,VIC1,1374.197
2019-11-25,NSW1,1495.379
2019-11-25,QLD1,1840.324
2019-11-25,SA1,351.376
2019-11-25,TAS1,99.887
2019-11-25,VIC1,1174.267
2019-11-26,NSW1,1350.308
2019-11-26,QLD1,1910.295
2019-11-26,SA1,849.354
2019-11-26,TAS1,83.528
2019-11-26,VIC1,1072.333
2019-11-27,NSW1,1678.846
2019-11-27,QLD1,1843.328
2019-11-27,SA1,856.457
2019-11-27,TAS1,76.677
2019-11-27,VIC1,1399.515
2019-11-28,NSW1,1784.492
2019-11-28,QLD1,1395.219
2019-11-28,SA1,881.107
2019-11-28,TAS1,110.63
2019-11-28,VIC1,1398.335
2019-11-29,NSW1,1656.087
2019-11-29,QLD1,2003.723
2019-11-29,SA1,443.374
2019-11-29,TAS1,107.897
2019-11-29,VIC1,1398.537
2019-11-30,NSW1,1077.216
2019-11-30,QLD1,2007.334
2019-11-30,SA1,810.996
2019-11-30,TAS1,101.791
2019-11-30,VIC1,1207.918
2019-12-01,NSW1,1380.249
2019-12-01,QLD1,1831.869
2019-12-01,SA1,572.728
2019-12-01,TAS1,80.8
2019-12-01,VIC1,818.811
2019-12-02,NSW1,1303.582
2019-12-02,QLD1,2158.826
2019-12-02,SA1,718.577
2019-12-02,TAS1,94.613
2019-12-02,VIC1,1029.352
2019-12-03,NSW1,1772.375
2019-12-03,QLD1,2105.057
2019-12-03,SA1,894.852
2019-12-03,TAS1,100.652
2019-12-03,VIC1,994.595
2019-12-04,NSW1,1759.56
2019-12-04,QLD1,2144.985
2019-12-04,SA1,923.882
2019-12-04,TAS1,97.618
2019-12-04,VIC1,1311.528
2019-12-05,NSW1,1682.202
2019-12-05,QLD1,2115.979
2019-12-05,SA1,921.2
2019-12-05,TAS1,76.692
2019-12-05,VIC1,1265.159
2019-12-06,NSW1,1380.459
2019-12-06,QLD1,2079.246
2019-12-06,SA1,926.015
2019-12-06,TAS1,91.647
2019-12-06,VIC1,1203.258
2019-12-07,NSW1,1610.32
2019-12-07,QLD1,1971.133
2019-12-07,SA1,922.873
2019-12-07,TAS1,92.935
2019-12-07,VIC1,1431.486
2019-12-08,NSW1,1580.424
2019-12-08,QLD1,1844.325
2019-12-08,SA1,882.383
2019-12-08,TAS1,101.392
2019-12-08,VIC1,1455.516
2019-12-09,NSW1,1619.554
2019-12-09,QLD1,1749.811
2019-12-09,SA1,799.281
2019-12-09,TAS1,61.31
2019-12-09,VIC1,1391.616
2019-12-10,NSW1,1526.865
2019-12-10,QLD1,1933.218
2019-12-10,SA1,928.216
2019-12-10,TAS1,103.044
2019-12-10,VIC1,1346.705
2019-12-11,NSW1,1528.967
2019-12-11,QLD1,1898.153
2019-12-11,SA1,920.538
2019-12-11,TAS1,85.569
2019-12-11,VIC1,1209.092
2019-12-12,NSW1,1464.473
2019-12-12,QLD1,1999.778
2019-12-12,SA1,918.261
2019-12-12,TAS1,98.214
2019-12-12,VIC1,1185.244
2019-12-13,NSW1,1193.351
2019-12-13,QLD1,1579.357
2019-12-13,SA1,925.451
2019-12-13,TAS1,69.339
2019-12-13,VIC1,1221.402
2019-12-14,NSW1,1719.498
2019-12-14,QLD1,1978.826
2019-12-14,SA1,908.259
2019-12-14,TAS1,95.901
2019-12-14,VIC1,847.367
2019-12-15,NSW1,1473.186
2019-12-15,QLD1,2010.713
2019-12-15,SA1,908.013
2019-12-15,TAS1,63.512
2019-12-15,VIC1,1078.349
2019-12-16,NSW1,1547.168
2019-12-16,QLD1,2041.499
2019-12-16,SA1,888.712
2019-12-16,TAS1,116.05
2019-12-16,VIC1,1289.414
2019-12-17,NSW1,1697.191
2019-12-17,QLD1,2008.525
2019-12-17,SA1,819.536
2019-12-17,TAS1,114.567
2019-12-17,VIC1,1326.677
2019-12-18,NSW1,1713.991
2019-12-18,QLD1,2001.504
2019-12-18,SA1,862.961
2019-12-18,TAS1,88.935
2019-12-18,VIC1,1336.977
2019-12-19,NSW1,1444.323
2019-12-19,QLD1,1969.27
2019-12-19,SA1,847.136
2019-12-19,TAS1,117.196
2019-12-19,VIC1,1453.056
2019-12-20,NSW1,1623.825
2019-12-20,QLD1,1941.161
2019-12-20,SA1,715.25
2019-12-20,TAS1,104.417
2019-12-20,VIC1,1369.675
2019-12-21,NSW1,1601.137
2019-12-21,QLD1,1970.376
2019-12-21,SA1,734.36
2019-12-21,TAS1,118.346
2019-12-21,VIC1,1278.063
2019-12-22,NSW1,1133.673
2019-12-22,QLD1,1670.679
2019-12-22,SA1,702.479
2019-12-22,TAS1,115.443
2019-12-22,VIC1,1477.761
2019-12-23,NSW1,1128.338
2019-12-23,QLD1,1537.08
2019-12-23,SA1,771.673
2019-12-23,TAS1,80.948
2019-12-23,VIC1,1414.478
2019-12-24,NSW1,1233.995
2019-12-24,QLD1,1614.725
2019-12-24,SA1,857.807
2019-12-24,TAS1,119.488
2019-12-24,VIC1,1403.695
2019-12-25,NSW1,1515.275
2019-12-25,QLD1,1184.98
2019-12-25,SA1,883.325
2019-12-25,TAS1,110.131
2019-12-25,VIC1,1381.072
2019-12-26,NSW1,1723.004
2019-12-26,QLD1,1723.837
2019-12-26,SA1,904.283
2019-12-26,TAS1,115.486
2019-12-26,VIC1,1422.452
2019-12-27,NSW1,1702.977
2019-12-27,QLD1,1600.079
2019-12-27,SA1,859.528
2019-12-27,TAS1,119.043
2019-12-27,VIC1,1382.5
2019-12-28,NSW1,1673.619
2019-12-28,QLD1,1717.603
2019-12-28,SA1,860.344
2019-12-28,TAS1,116.271
2019-12-28,VIC1,1177.962
2019-12-29,NSW1,1306.281
2019-12-29,QLD1,1955.53
2019-12-29,SA1,809.677
2019-12-29,TAS1,116.636
2019-12-29,VIC1,1366.714
2019-12-30,NSW1,1555.364
2019-12-30,QLD1,1892.2
2019-12-30,SA1,734.993
2019-12-30,TAS1,108.199
2019-12-30,VIC1,1119.773
2019-12-31,NSW1,1558.551
2019-12-31,QLD1,1785.19
2019-12-31,SA1,927.204
2019-12-31,TAS1,104.267
2019-12-31,VIC1,1396.907
2020-01-01,NSW1,1642.931
2020-01-01,QLD1,2050.027
2020-01-01,SA1,902.177
2020-01-01,TAS1,88.678
2020-01-01,VIC1,1431.744
2020-01-02,NSW1,1435.876
2020-01-02,QLD1,1971.096
2020-01-02,SA1,894.523
2020-01-02,TAS1,116.363
2020-01-02,VIC1,1410.696
2020-01-03,NSW1,1695.884
2020-01-03,QLD1,2031.957
2020-01-03,SA1,888.425
2020-01-03,TAS1,105.83
2020-01-03,VIC1,1332.49
2020-01-04,NSW1,1600.649
2020-01-04,QLD1,2016.858
2020-01-04,SA1,711.621
2020-01-04,TAS1,61.587
2020-01-04,VIC1,1154.425
2020-01-05,NSW1,1350.619
2020-01-05,QLD1,1931.341
2020-01-05,SA1,273.255
2020-01-05,TAS1,108.32
2020-01-05,VIC1,544.457
2020-01-06,NSW1,873.201
2020-01-06,QLD1,1746.475
2020-01-06,SA1,906.22
2020-01-06,TAS1,118.106
2020-01-06,VIC1,424.163
2020-01-07,NSW1,1317.872
2020-01-07,QLD1,1698.271
2020-01-07,SA1,894.467
2020-01-07,TAS1,80.261
2020-01-07,VIC1,706.634
2020-01-08,NSW1,1404.126
2020-01-08,QLD1,1977.755
2020-01-08,SA1,853.797
2020-01-08,TAS1,109.427
2020-01-08,VIC1,1230.542
2020-01-09,NSW1,1073.889
2020-01-09,QLD1,2053.177
2020-01-09,SA1,846.155
2020-01-09,TAS1,115.537
2020-01-09,VIC1,1374.197
2020-01-10,NSW1,1735.354
2020-01-10,QLD1,2001.143
2020-01-10,SA1,305.869
2020-01-10,TAS1,46.598
2020-01-10,VIC1,780.465
2020-01-11,NSW1,929.269
2020-01-11,QLD1,1766.049
2020-01-11,SA1,897.854
2020-01-11,TAS1,99.409
2020-01-11,VIC1,1141.485
2020-01-12,NSW1,792.107
2020-01-12,QLD1,1471.463
2020-01-12,SA1,903.928
2020-01-12,TAS1,117.761
2020-01-12,VIC1,1270.124
2020-01-13,NSW1,1301.805
2020-01-13,QLD1,1418.982
2020-01-13,SA1,884.86
2020-01-13,TAS1,117.998
2020-01-13,VIC1,1340.597
2020-01-14,NSW1,1396.743
2020-01-14,QLD1,1534.896
2020-01-14,SA1,866.482
2020-01-14,TAS1,108.132
2020-01-14,VIC1,1313.426
2020-01-15,NSW1,1312.818
2020-01-15,QLD1,1827.643
2020-01-15,SA1,911.159
2020-01-15,TAS1,90.536
2020-01-15,VIC1,1226.357
2020-01-16,NSW1,839.868
2020-01-16,QLD1,1163.571
2020-01-16,SA1,751.09
2020-01-16,TAS1,57.572
2020-01-16,VIC1,1109.052
2020-01-17,NSW1,766.625
2020-01-17,QLD1,1541.381
2020-01-17,SA1,903.853
2020-01-17,TAS1,102.007
2020-01-17,VIC1,1090.027
2020-01-18,NSW1,817.53
2020-01-18,QLD1,1416.555
2020-01-18,SA1,864.591
2020-01-18,TAS1,97.088
2020-01-18,VIC1,1251.2
2020-01-19,NSW1,1109.802
2020-01-19,QLD1,1687.506
2020-01-19,SA1,600.49
2020-01-19,TAS1,94.205
2020-01-19,VIC1,1282.205
2020-01-20,NSW1,1425.901
2020-01-20,QLD1,1876.457
2020-01-20,SA1,497.088
2020-01-20,TAS1,59.748
2020-01-20,VIC1,761.308
2020-01-21,NSW1,1689.612
2020-01-21,QLD1,1987.492
2020-01-21,SA1,911.702
2020-01-21,TAS1,109.452
2020-01-21,VIC1,1439.361
2020-01-22,NSW1,1735.253
2020-01-22,QLD1,1978.416
2020-01-22,SA1,769.091
2020-01-22,TAS1,109.216
2020-01-22,VIC1,1043.647
2020-01-23,NSW1,1487.449
2020-01-23,QLD1,1458.303
2020-01-23,SA1,876.676
2020-01-23,TAS1,71.313
2020-01-23,VIC1,870.664
2020-01-24,NSW1,1249.759
2020-01-24,QLD1,1620.999
2020-01-24,SA1,710.246
2020-01-24,TAS1,75.795
2020-01-24,VIC1,1081.586
2020-01-25,NSW1,1230.247
2020-01-25,QLD1,1509.045
2020-01-25,SA1,874.451
2020-01-25,TAS1,72.651
2020-01-25,VIC1,1381.18
2020-01-26,NSW1,1603.959
2020-01-26,QLD1,1567.865
2020-01-26,SA1,898.461
2020-01-26,TAS1,96.741
